184.9,89.6
185.0,93.7
185.5,92.6
186.3,103.8
186.7,94.4
187.1,95.8
187.4,94.2
188.2,90.2
188.9,95.6
189.1,96.7
189.2,95.9
189.8,94.2
190.8,91.7
191.7,92.8
191.7,97.1
191.6,95.5
192.4,94.1
193.1,92.6
193.7,87.7
193.6,86.9
193.7,96.0
194.9,96.5
196.1,89.1
198.8,76.9
199.1,74.2
198.1,81.6
198.1,91.5
199.3,91.2
199.4,86.7
199.7,88.9
200.7,87.4
201.3,79.1
201.8,84.9
202.9,84.7
203.8,82.0
202.8,85.4
201.9,93.6
202.0,92.1
203.1,91.7
203.437,96.9
204.226,91.3
205.288,88.4
205.904,87.1
206.755,88.3
207.234,85.3
207.603,90.4
207.667,83.4
208.547,83.4
209.19,80.9
210.834,76.1
211.445,75.5
212.174,78.4
212.687,70.8
213.448,69.5
213.942,62.6
215.208,59.8
217.463,56.4
219.016,61.2
218.69,63.0
218.877,70.3
216.995,57.6
213.153,55.3
211.398,60.1
211.933,61.2
212.705,56.3
212.495,57.3
212.709,65.1
213.022,68.7
214.79,70.8
214.726,66.0
215.445,65.7
215.861,73.5
216.509,70.6
217.234,67.4
217.347,72.5
217.488,74.4
217.281,73.6
217.353,73.6
217.403,72.2
217.29,73.6
217.199,76.0
217.605,67.8
217.923,68.9
218.275,68.2
219.035,67.7
219.59,71.6
220.472,74.5
221.187,74.2
221.898,77.5
223.046,67.5
224.093,69.8
224.806,74.3
224.806,71.5
225.395,63.7
226.106,55.8
226.597,59.5
226.75,60.8
227.169,63.7
227.223,69.9
227.842,75.0
228.329,75.3
228.807,76.2
229.187,76.4
228.713,79.3
228.524,73.2
228.59,72.3
229.918,74.3
231.015,78.3
231.638,82.6
231.249,82.7
231.221,72.9
231.679,73.8
232.937,77.6
232.282,78.6
231.797,76.4
231.893,84.5
232.445,84.1
232.9,85.1
233.456,82.1
233.544,77.5
233.669,73.2
234.1,75.1
234.719,82.5
235.288,81.2
235.547,81.6
236.028,80.0
236.468,84.1
236.918,81.9
237.231,82.5
237.498,81.8
237.46,82.5
237.477,84.6
237.43,86.9
236.983,88.8
236.252,93.6
234.747,98.1
235.342,95.4
235.976,93.0
236.222,95.9
237.001,90.7
237.657,96.1
238.034,93.1
238.033,91.9
237.498,87.2
237.733,90.0
238.017,91.3
237.761,92.6
237.652,92.0
237.336,91.7
238.08,91.0
238.992,89.0
239.557,94.7
240.222,93.5
240.101,90.0
240.545,89.8
241.176,91.2
241.741,87.2
242.026,93.8
242.637,98.2
243.618,98.5
244.006,96.3
243.892,96.9
244.193,97.0
244.004,97.1
244.163,95.0
244.243,93.4
245.183,96.8
246.435,95.1
246.626,100.7
247.284,98.5
247.805,95.9
248.859,95.7
249.529,99.7
249.577,101.4
250.227,98.8
250.792,98.0
251.018,98.2
251.214,97.9
251.663,96.2
252.182,100.1
252.772,98.6
252.594,97.5
252.767,98.3
252.561,91.2
253.319,93.8
254.277,98.4
255.233,97.2
255.296,100.0
255.213,98.2
255.802,98.4
256.036,89.8
256.43,93.2
257.155,95.5
257.879,96.8
258.63,99.3
259.127,99.8
259.25,101.0
258.076,89.1
256.032,71.8
255.802,72.3
257.042,78.1
258.352,72.5
259.316,74.1
259.997,80.4
260.319,81.8
260.911,76.9
262.045,80.7
262.639,79.0
263.573,76.8
264.847,84.9
266.625,88.3
268.404,82.9
270.71,85.5
271.965,81.2
272.752,70.3
273.942,72.8
276.528,71.7
278.824,67.4
280.806,70.6
282.542,67.2
284.525,62.8
287.467,59.4
288.582,65.2
291.299,58.4
295.072,50.0
294.94,51.5
295.162,58.2
296.421,58.6
297.979,59.9
298.708,56.7
298.808,59.8
300.456,64.9
301.476,66.9
301.643,62.0
302.858,63.7
303.316,59.0
304.099,64.2
304.615,71.5
306.138,69.4
307.374,67.8
307.653,63.8
308.087,61.3
308.735,69.7
309.794,79.0
311.022,76.9
312.107,79.4
313.016,77.2
313.14,69.1
313.131,68.2
313.566,66.4
314.131,67.9
314.851,70.1
315.564,70.5
316.449,71.8
317.603,74.0
319.086,71.7
319.775,64.7
319.615,57.0
